numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,intentions_q1,intentions_q2,intentions_q3,behavioral_intentions,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_audio_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,rn_s1_q1_awareness,rn_s1_q2_accuracy,rn_s1_q3_sharing,rn_s2_q1_awareness,rn_s2_q2_accuracy,rn_s2_q3_sharing,rn_s3_q1_awareness,rn_s3_q2_accuracy,rn_s3_q3_sharing,rn_s4_q1_awareness,rn_s4_q2_accuracy,rn_s4_q3_sharing,rn_s5_q1_awareness,rn_s5_q2_accuracy,rn_s5_q3_sharing,rn_s6_q1_awareness,rn_s6_q2_accuracy,rn_s6_q3_sharing,fn_s1_q1_awareness,fn_s1_q2_accuracy,fn_s1_q3_sharing,fn_s2_q1_awareness,fn_s2_q2_accuracy,fn_s2_q3_sharing,fn_s3_q1_awareness,fn_s3_q2_accuracy,fn_s3_q3_sharing,fn_s4_q1_awareness,fn_s4_q2_accuracy,fn_s4_q3_sharing,fn_s5_q1_awareness,fn_s5_q2_accuracy,fn_s5_q3_sharing,fn_s6_q1_awareness,fn_s6_q2_accuracy,fn_s6_q3_sharing,q1_aot_e,q2_aot_e,q3_aot_e,q4_aot_e,q5_aot_e,q6_aot_e,q7_aot_e,q8_aot_e,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
259,6,22,female,NA,White,NA,Bachelor,Unemployed (looking),United Kingdom,"$25,000 to $34,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.01617492177419283,1,1,1,1,"1. He has two siblings that live a short bus ride away from him, a brother called Tom and a sister called Susan
2. He doesn't believe in chivalry and would not give up his seat on a bus for a heavily pregnant woman, he does not feel that it is his problem if she needs it more than he does
3. He has recently moved into a new apartment and got a new haircut
4. He spends most of his time with his grandmother so he gets the house when he passes away
5. He cheated on one of his final exams in college",Moderately_Diagnostic,No Demand,No Reactance,"To find out how people would truly feel about Chris, and whether associating him with bad words will change how people feel",Yes. I think Chris showed some bad parts of his personality which made me dislike him,"I didn't think it had been deepfaked, but I thought it was an actor talking, as I wouldn't have thought someone would admit those things. I would not have thought it was computer generated, as the speech sounded very natural","I knew video could be deepfaked, however i did not know audio could be",no issues,Strongly Agree,Somewhat Liberal,Somewhat Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,3,2,1,3,2,2,3,2,2,3,2,1,4,2,1,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,4,4,3,5,5,3,2,5,6,3,5,3,3,6,5,3,5,6,2,5,3,5,6,2,2,3,8,50,20,second,8,Emily,27,no,0
260,6,29,male,NA,Asian,NA,Bachelor,Employed (part-time),United Kingdom,"Less than $25,000",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.34999632551796794,1,1,1,1,he has a brother and a sister. he recently moved to a new apartment and got a haircut. He spends his weekends at his grandmas so he can get her house when she passes on. He doesnt believe in chivalry and would give up his seat on the bus to a pregnant lady.,Strongly_Diagnostic,No Demand,No Reactance,they were trying to make me feel that chris is a bad person.,yes it did influence me as listening to chris speak made me dislike him as he was saying things that were not likeable.,i didnt realise it had been deepfaked,no i didnt know,no issues,Somewhat Agree,Moderate,Moderate,Muslim,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,2,2,5,5,1,2,7,5,3,5,2,1,4,4,2,6,4,2,4,2,4,4,2,1,2,8,50,20,first,8,emily,27,no,0
261,6,52,male,NA,White,NA,Masters,Employed (full time),United Kingdom,"$75,000 to $99,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,NA,NA,-3,-3,-3,-3,NA,NA,NA,NA,NA,"Short video to answer 5 points:

Brother and Sister - Tom and Susan,
Lives in same town as them
Not chivalrous - wouldn't give up seat on bus
Lives with Gran so gets the house",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I don't know,I don't know,I don't know,I don't know,I agree,I agree,I don't know,I disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,6,29,male,NA,Asian,NA,Bachelor,Self-employed,Canada,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.5895750810475405,1,1,1,1,"Chris was answering questions that his audience asked him. Some of the questions that Chris answered were if he had any siblings, how he spent his time on the weekends, if he believed in chivalry, and a recollection of a story from his time at college. I remember he said he had two siblings, one was named Susan, and they lived near him in his small town and were about a bus ride away. He said he did not believe in chivalry and gave an example of not giving his bus seat to a pregnant woman on a bus. He also said he cheated on a final exam in college and that he spends his weekend time with his grandmother so that he can get her house when she passes away.",Moderately_Diagnostic,No Demand,No Reactance,I think the researchers were trying to see how preconceived notions about a person made us categorize things in our head.,"I'm not really sure, but I don't think the audio recording influenced how much I liked or disliked Chris because it was so short that I didn't really feel a connection to Chris at all.",I did not realize that the audio was deepfaked.,I did not know that audio clips could be deepfaked.,no issues,Somewhat Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,6,6,1,1,1,6,6,1,3,5,3,7,3,4,5,4,2,7,4,2,3,3,3,2,2,6,3,5,8,10,20,Second place,8,June,27 cubic feet,yes,3
263,6,31,female,NA,White,NA,Some college,Employed (full time),United Kingdom,"$75,000 to $99,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,3,3,2.67,0.9040712712409361,4,3,4,3.67,"He has a brother Tom, and a sister, Susan, who live close by him in the same town.
He still believes in chivalry and would give up his seat on the bus for a heavily pregnant woman as it is the right thing to do.
He wants to spend time with his elderly grandmother while he has the chance and so spends his weekends helping her around the house. 
He helped a friend out with his final exam at college.",Moderately_Diagnostic,No Demand,No Reactance,I think the purpose was to uncover bias or to see if we really believe that people's true selves are presented online.,"What I learned massively influenced how much I liked Chris as I thought he was a nice, genuine guy.",I did not realise it had been deepfaked.,I was aware that this could happen.,no issues,Somewhat Agree,Somewhat Liberal,Moderate,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,3,3,3,1,4,2,2,4,3,1,4,3,1,4,2,1,4,3,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,5,4,2,6,6,3,5,2,6,5,4,7,7,6,3,2,1,6,3,4,5,5,5,4,7,7,8,50,39,first,7,June,24,maybe,1
264,6,18,male,NA,White,NA,High school,Employed (part-time),Poland,"Less than $25,000",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,NA,NA,2,2,1,1.67,NA,NA,NA,NA,NA,"He had just started making videos. Questions are a bit bizzare for him. He has brother called Tom and sister called Susan, they both live in the same small town as him, and its about 15 mins far from Chris place. In high school he helped his friend pass test, and hes happy he did it. If he sees pregnant woman in the bus, he will hive up his seat, it's just right thing to do for him. He had just moved to another apartment. He spends his weekends with his grandmother with her house, she's old and he wants to use the chance to spend time with her.",Moderately_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat Liberal,Moderate,Atheist,I don't know,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I don't know,I don't know,I agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,6,27,male,NA,Asian,NA,Bachelor,Employed (part-time),United Kingdom,"$25,000 to $34,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.44321730160200046,1,1,4,2,"He has a brother called Tom and a sister called Susan. They live in the same town, about a 15 minutes drive away. In school, he cheated on an important test that he would have failed. He doesn't believe in chivalry and would not give up his seat for a pregnant woman as it isn't his problem. On the weekends, he visits his grandma in the hope that he gets the house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,"I think you were trying to condition me to associate negative feelings to Chris, and positive feelings to Bob. The video was purposefully vague as to cloud our judgement of his personality.","I initially disliked him as he seemed to be a cruel person (i.e. non-chivalrous and only superficially cares for his grandma). However, the dry delivery sounded sarcastic, almost comical, which almost made him endearing in a way. That's why I would recommend his videos.",No. I thought his delivery was off and he sounded a bit robotic but did not think too much of it.,"Yes, I have seen clips of politicians, musicians, actors etc. with deepfaked audio (and video).",There was a slight issue progressing to the next screen after watching the video. I think because the focus was on the embedded video and not the browser. I just had to click the next button a few times.,Somewhat disagree,Somewhat Liberal,Somewhat Liberal,Atheist,I disagree,I disagree,I disagree,I disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,3,2,1,3,3,2,3,2,3,3,2,2,3,2,3,3,2,2,3,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,3,5,5,3,2,1,5,5,2,5,4,5,3,5,2,2,3,3,2,4,5,3,5,2,5,4,2,5,2,4,10s,39,2nd,8,Emily,3,yes,3
266,6,50,female,NA,White,NA,Professional degree,Unemployed (looking),United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.8760491638807039,1,1,1,1,"He has a brother Tom and Sister Susan, they live 15 min from him in the same town. He went to university but cheated on his final exam as this was only way to pass. He would not give up a seat on a bus for a pregnant woman. He moved house to inhert it from his parents",Strongly_Diagnostic,No Demand,No Reactance,how you felt after hearing bad thing someone has to say,yes I hated hearing he woudnt stand up for a preganant woman,Yes I thought the end of most sentances sounded computer generated,no,no issues,Somewhat Agree,Moderate,Somewhat Conservative,Jewish,I don't know,I don't know,I don't know,I agree,I don't know,I don't know,I don't know,I disagree,2,2,2,1,3,2,2,3,2,1,3,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,5,3,4,2,5,4,4,2,6,6,2,5,1,2,6,5,3,6,6,3,6,2,5,5,2,2,2,8,5,39,2,7,emily,27,yes,4
267,6,42,male,NA,White,NA,Masters,Employed (full time),United States of America,"$75,000 to $99,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,3,3,2.67,-0.013876739521020226,3,4,3,3.33,"Chris answered some questions , Like he has 1 brother and one sister, once he helped his friend with his final exam and during the weekend he helps her grandmother.",Moderately_Diagnostic,No Demand,No Reactance,To identify human behavior and thinking.,Maybe I have learned something about helping people and being nice. And I didn't dislike anything.,At some-point I thought it was auto-generated voice but most of the time thought it was real.,Yes,No issues.,Neither agree nor disagree,Moderate,Moderate,Christian,I agree,I agree,I agree,I agree,I don't know,I agree,I agree,I agree,2,2,2,2,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,3,3,2,3,2,2,1,2,2,2,2,5,5,4,5,5,5,5,5,5,5,4,4,4,6,4,5,4,4,4,5,4,5,4,3,4,3,5,5,8,10,39,2,7,Emily,9,maybe,3
268,6,20,male,NA,White,NA,Bachelor,Not responding,United Kingdom,"$35,000 to $49,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,1,1,2,1.33,-0.24166799143933798,4,5,3,4,"He has a brother called tom and a sister called Susan and they live close to each other.
He cheated on his final exam in college
He doesn't believe in chivalry, he won't give up his seat on a bus for a pregnant lady
He moved to a new apartment and got a new haircut
He spends most of his weekends at his nans house
",Slightly_Diagnostic,No Demand,No Reactance,"I think they were trying to see what people think of others without knowing a lot about them, just some basic information.","No, although after the video I wasn't too much in favour of the fact he wouldn't get up for a pregnant woman, but that's just one bad thing, you can't judge someone by one bad thing","No, it seemed like it was real","No, I didn't",No issues,Neither agree nor disagree,Moderate,Strongly Liberal,Atheist,I agree,I agree,I strongly agree,I disagree,I agree,I agree,I don't know,I disagree,3,3,3,3,1,1,3,3,1,2,3,3,2,2,2,3,3,1,2,2,1,1,3,1,2,2,2,2,1,2,2,2,3,3,1,2,5,4,4,3,4,5,6,5,2,7,5,3,5,2,2,6,5,6,6,1,2,5,3,5,6,3,5,3,8,50,32,second,8,June,27,maybe,NA
269,6,18,female,NA,Asian,NA,High school,Student,United Kingdom,"Less than $25,000",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,3,3,2,2.67,0.07356033412153859,3,4,4,3.67,"He has a brother named Tom and a sister named Susan.
They both live in the same town as him, about a 15 minute drive.
He believes in chivalry, eg if he saw a heavily pregnant woman on the bus he would give up his seat as he believes it's the right thing to do.
He usually makes his videos during the weekdays, so on weekends he spends time with his grandmother who is quite old, while he still has the chance to see her.",Moderately_Diagnostic,No Demand,No Reactance,Whether we associate positive characteristics with a 'good' person,Yes,No,Yes,no issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Muslim,I strongly agree,I strongly agree,I strongly agree,I agree,I strongly agree,I agree,I strongly agree,I strongly agree,2,2,2,2,2,2,2,3,1,2,3,3,2,2,2,2,3,1,2,2,2,2,1,2,2,3,2,1,3,3,3,2,3,2,1,2,5,6,5,5,2,5,3,4,5,4,5,5,5,5,5,6,5,5,4,4,5,5,5,4,5,4,7,5,8,5,5,2nd,8,Emily,81,maybe,2
270,6,28,male,NA,White,NA,Masters,Unemployed (looking),United Kingdom,"Less than $25,000",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.8484333634794385,2,2,2,2,"1 sister named susan, brother named tom, both live in village he grew up in, short bus ride away
believes in chivalry - eg will give up seat to pregnant woman on bus
spends weekends visiting grandmother
helped a friend with his exam in college, his friend would have failed otherwise.
He has just got a new haircut and moved into a new apartment",Moderately_Diagnostic,No Demand,No Reactance,How we associate positive and negative atrributes with certain people and how easy it is to influence/change that opinion,"Yes. From what he said, he seemed like a kind and honourable person and the sort of person that would make a good friend (maybe verging on praising himself a little too much)",No,Yes,no issues,Somewhat disagree,Moderate,Moderate,Agnostic,I disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,4,2,1,4,2,2,4,2,2,4,2,2,3,2,1,3,2,2,2,2,2,1,2,2,3,2,2,1,2,2,1,2,2,3,2,6,6,4,4,2,5,5,3,3,5,4,3,6,2,3,6,6,6,5,4,3,4,3,2,4,3,2,2,4,10,39,2,8,Emily,0,yes,3
271,6,19,female,NA,White,NA,Some college,Student,United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.4854542152842011,1,1,1,1,"1. He has a brother called Tom and a sister called Susan who live 15 minutes away from him in the same town.
2. In college he cheated on a test and he's glad because he wouldn't have passed otherwise.
3. He doesn't believe in chivalry and wouldn't give up a bus seat to a heavily pregnant woman.
4. He moved apartments recently.
5. He is spending lots of time with his grandmother because she's old and he wants her to give him the house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,I think the researchers wanted to see if I found it easier to associate bad words with Chris or good words with Chris subconsciously after watching his video where he appeared to be a bad person.,"Yes, definitely. Especially the part about seeing his grandma just because he wants her house.",I had no idea. I just noted that he didn't sound that enthusiastic but I quite liked his accent though I couldn't pin point which it was. In some parts he sounded Irish and in others sounded American.,I had no idea. I knew that faces could be deepfaked but had never heard of audio being deepfaked.,No issues,Neither agree nor disagree,Moderate,Moderate,Atheist,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I disagree,I disagree,I strongly disagree,2,3,2,2,2,2,2,3,3,1,3,2,1,3,2,3,3,3,2,3,3,2,1,3,2,1,2,2,1,2,2,1,2,2,1,2,5,6,1,1,1,6,5,2,5,5,3,5,3,2,6,5,2,3,5,5,3,5,3,3,5,3,6,2,4,10,39,second,8,Emily,0,yes,1
272,6,51,male,NA,White,NA,Some college,Unable to work,United Kingdom,"$25,000 to $34,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.5821075339294637,2,2,2,2,"has a brother and sister, Tom and Susan who live within 5 miles of him
helped a friend pass an exam in college
believes in chivalry
spends his weekends with his grandmother",Slightly_Diagnostic,No Demand,No Reactance,is it about pre concieved notions based on little information,"no, there was too little info.","no i did not,I took you at your word",yes,no issues,Strongly disagree,Moderate,Moderate,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,3,2,1,3,2,2,3,2,1,3,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,6,3,2,1,5,5,2,2,6,5,3,4,3,2,5,5,3,6,5,3,3,3,4,5,3,2,3,8,10,39,1,8,june,27,yes,2
